scaffold	start	end	PPrD	PPrK	PPrGenomeD	PPrGenomeK	PangD	PangK	PangGenomeD	PangGenomeK	PfreD	PfreK	PfreGenomeD	PfreGenomeK	PlasD	PlasK	PlasGenomeD	PlasGenomeK	PnigD	PnigK	PnigGenomeD	PnigGenomeK	PtrD	PtrK	PtrGenomeD	PtrGenomeK	PtreD	PtreK	PtreGenomeD	PtreGenomeK	pbaD	pbaK	pbaGenomeD	pbaGenomeK	peuD	peuK	peuGenomeD	peuGenomeK	pilD	pilK	pilGenomeD	pilGenomeK	plauD	plauK	plauGenomeD	plauGenomeK	pteD	pteK	pteGenomeD	pteGenomeK
scaffold	2030001	2040000	94	153	32281	54575	35	8	9785	4423	3	9	1347	4181	29	2	8492	3568	36	8	8164	3163	31	67	11715	22554	122	24	21632	8765	32	54	10572	20614	95	142	30776	59847	182	23	52756	9350	31	2	8263	3595	109	70	21325	21986
scaffold	2040001	2050000	96	271	32281	54575	21	6	9785	4423	5	6	1347	4181	15	8	8492	3568	14	2	8164	3163	30	69	11715	22554	68	15	21632	8765	24	40	10572	20614	102	242	30776	59847	186	16	52756	9350	23	3	8263	3595	79	17	21325	21986
scaffold	2050001	2060000	69	168	32281	54575	21	5	9785	4423	3	10	1347	4181	34	7	8492	3568	19	3	8164	3163	18	64	11715	22554	75	20	21632	8765	19	51	10572	20614	67	150	30776	59847	140	17	52756	9350	21	4	8263	3595	79	63	21325	21986
scaffold	2060001	2070000	106	101	32281	54575	39	12	9785	4423	6	15	1347	4181	26	4	8492	3568	25	5	8164	3163	51	47	11715	22554	48	34	21632	8765	50	31	10572	20614	108	110	30776	59847	150	15	52756	9350	25	11	8263	3595	58	61	21325	21986
scaffold	2070001	2080000	143	255	32281	54575	48	27	9785	4423	11	13	1347	4181	29	7	8492	3568	28	4	8164	3163	46	57	11715	22554	77	26	21632	8765	43	63	10572	20614	143	263	30776	59847	209	11	52756	9350	44	4	8263	3595	92	101	21325	21986
scaffold	2080001	2090000	32	117	32281	54575	8	39	9785	4423	1	3	1347	4181	16	3	8492	3568	11	2	8164	3163	11	67	11715	22554	27	7	21632	8765	11	63	10572	20614	34	111	30776	59847	64	44	52756	9350	12	13	8263	3595	36	48	21325	21986
scaffold	2090001	2100000	86	155	32281	54575	35	9	9785	4423	1	11	1347	4181	23	4	8492	3568	28	7	8164	3163	35	73	11715	22554	73	25	21632	8765	34	61	10572	20614	95	143	30776	59847	180	26	52756	9350	26	11	8263	3595	60	82	21325	21986
scaffold	2100001	2110000	60	275	32281	54575	21	23	9785	4423	6	4	1347	4181	22	9	8492	3568	24	12	8164	3163	32	50	11715	22554	61	9	21632	8765	32	27	10572	20614	62	265	30776	59847	132	42	52756	9350	34	1	8263	3595	71	17	21325	21986
scaffold	2110001	2120000	88	264	32281	54575	32	10	9785	4423	3	8	1347	4181	19	2	8492	3568	17	6	8164	3163	38	49	11715	22554	70	21	21632	8765	37	45	10572	20614	97	233	30776	59847	152	25	52756	9350	29	3	8263	3595	87	49	21325	21986
scaffold	2120001	2130000	117	273	32281	54575	41	17	9785	4423	4	8	1347	4181	34	7	8492	3568	25	2	8164	3163	46	73	11715	22554	90	17	21632	8765	48	32	10572	20614	120	232	30776	59847	213	43	52756	9350	30	7	8263	3595	89	36	21325	21986
scaffold	2130001	2140000	140	135	32281	54575	30	9	9785	4423	7	13	1347	4181	26	6	8492	3568	26	7	8164	3163	20	123	11715	22554	113	46	21632	8765	26	86	10572	20614	149	141	30776	59847	232	28	52756	9350	23	11	8263	3595	131	104	21325	21986
scaffold	2140001	2150000	85	317	32281	54575	31	4	9785	4423	6	5	1347	4181	15	1	8492	3568	22	3	8164	3163	29	100	11715	22554	80	14	21632	8765	25	46	10572	20614	82	328	30776	59847	124	53	52756	9350	11	15	8263	3595	98	15	21325	21986
scaffold	2150001	2160000	125	201	32281	54575	37	2	9785	4423	4	10	1347	4181	37	11	8492	3568	32	6	8164	3163	31	98	11715	22554	119	40	21632	8765	38	89	10572	20614	119	208	30776	59847	256	20	52756	9350	35	5	8263	3595	131	69	21325	21986
scaffold	2160001	2170000	73	188	32281	54575	58	9	9785	4423	3	10	1347	4181	41	7	8492	3568	28	7	8164	3163	33	95	11715	22554	46	42	21632	8765	24	94	10572	20614	75	205	30776	59847	163	43	52756	9350	27	4	8263	3595	49	87	21325	21986
scaffold	2170001	2180000	126	176	32281	54575	70	8	9785	4423	7	7	1347	4181	68	7	8492	3568	31	8	8164	3163	60	100	11715	22554	93	48	21632	8765	56	106	10572	20614	134	147	30776	59847	191	28	52756	9350	39	6	8263	3595	76	148	21325	21986
scaffold	2180001	2190000	52	274	32281	54575	16	0	9785	4423	0	0	1347	4181	5	2	8492	3568	7	1	8164	3163	10	38	11715	22554	18	5	21632	8765	10	22	10572	20614	53	325	30776	59847	86	134	52756	9350	14	4	8263	3595	16	58	21325	21986
scaffold	2190001	2200000	121	168	32281	54575	47	3	9785	4423	4	9	1347	4181	32	0	8492	3568	19	4	8164	3163	57	76	11715	22554	127	25	21632	8765	53	67	10572	20614	136	170	30776	59847	196	35	52756	9350	31	5	8263	3595	128	68	21325	21986
scaffold	2200001	2210000	134	161	32281	54575	37	3	9785	4423	3	7	1347	4181	14	1	8492	3568	37	9	8164	3163	38	51	11715	22554	109	33	21632	8765	34	42	10572	20614	138	153	30776	59847	206	50	52756	9350	36	1	8263	3595	113	64	21325	21986
scaffold	2210001	2220000	87	241	32281	54575	31	9	9785	4423	4	15	1347	4181	8	8	8492	3568	14	7	8164	3163	32	95	11715	22554	49	26	21632	8765	29	68	10572	20614	82	201	30776	59847	156	31	52756	9350	23	5	8263	3595	62	25	21325	21986
scaffold	2220001	2230000	97	197	32281	54575	60	8	9785	4423	4	8	1347	4181	30	3	8492	3568	48	2	8164	3163	43	57	11715	22554	81	28	21632	8765	44	57	10572	20614	88	215	30776	59847	182	22	52756	9350	36	6	8263	3595	73	104	21325	21986
scaffold	2230001	2240000	75	303	32281	54575	34	3	9785	4423	4	7	1347	4181	27	5	8492	3568	30	1	8164	3163	38	20	11715	22554	73	12	21632	8765	17	57	10572	20614	79	263	30776	59847	165	10	52756	9350	17	3	8263	3595	90	55	21325	21986
scaffold	2240001	2250000	116	419	32281	54575	21	9	9785	4423	0	19	1347	4181	28	20	8492	3568	23	11	8164	3163	18	113	11715	22554	26	9	21632	8765	19	79	10572	20614	143	371	30776	59847	206	92	52756	9350	9	8	8263	3595	39	15	21325	21986
scaffold	2250001	2260000	35	355	32281	54575	26	14	9785	4423	4	21	1347	4181	14	12	8492	3568	11	5	8164	3163	12	88	11715	22554	16	15	21632	8765	14	100	10572	20614	47	277	30776	59847	80	60	52756	9350	12	15	8263	3595	35	30	21325	21986
scaffold	2260001	2270000	101	182	32281	54575	36	6	9785	4423	3	8	1347	4181	21	7	8492	3568	24	7	8164	3163	44	99	11715	22554	65	14	21632	8765	33	87	10572	20614	94	151	30776	59847	161	26	52756	9350	23	6	8263	3595	53	67	21325	21986
scaffold	2270001	2280000	85	412	32281	54575	23	11	9785	4423	7	9	1347	4181	14	3	8492	3568	13	2	8164	3163	38	39	11715	22554	88	16	21632	8765	19	26	10572	20614	99	359	30776	59847	168	18	52756	9350	13	6	8263	3595	73	48	21325	21986
scaffold	2280001	2290000	67	193	32281	54575	19	14	9785	4423	4	5	1347	4181	17	4	8492	3568	8	10	8164	3163	31	65	11715	22554	30	5	21632	8765	26	54	10572	20614	63	210	30776	59847	124	23	52756	9350	16	7	8263	3595	37	7	21325	21986
scaffold	2290001	2300000	67	223	32281	54575	5	23	9785	4423	1	3	1347	4181	8	31	8492	3568	13	21	8164	3163	12	45	11715	22554	9	4	21632	8765	16	15	10572	20614	54	218	30776	59847	110	30	52756	9350	9	48	8263	3595	2	7	21325	21986
scaffold	2300001	2310000	62	132	32281	54575	5	27	9785	4423	1	9	1347	4181	18	57	8492	3568	11	29	8164	3163	13	102	11715	22554	42	18	21632	8765	8	105	10572	20614	59	259	30776	59847	133	51	52756	9350	11	61	8263	3595	45	26	21325	21986
scaffold	2310001	2320000	57	151	32281	54575	1	57	9785	4423	2	53	1347	4181	15	48	8492	3568	4	53	8164	3163	6	242	11715	22554	29	54	21632	8765	3	247	10572	20614	61	154	30776	59847	116	40	52756	9350	9	113	8263	3595	28	126	21325	21986
scaffold	2320001	2330000	101	150	32281	54575	11	87	9785	4423	0	78	1347	4181	33	99	8492	3568	29	98	8164	3163	12	250	11715	22554	75	136	21632	8765	11	250	10572	20614	121	121	30776	59847	211	25	52756	9350	18	126	8263	3595	76	225	21325	21986
scaffold	2330001	2340000	110	201	32281	54575	35	4	9785	4423	2	9	1347	4181	26	0	8492	3568	23	16	8164	3163	23	89	11715	22554	75	34	21632	8765	19	92	10572	20614	106	208	30776	59847	194	25	52756	9350	21	2	8263	3595	64	113	21325	21986
scaffold	2340001	2350000	113	243	32281	54575	36	8	9785	4423	1	3	1347	4181	20	3	8492	3568	23	8	8164	3163	27	92	11715	22554	67	24	21632	8765	15	89	10572	20614	102	227	30776	59847	160	21	52756	9350	23	4	8263	3595	57	48	21325	21986
scaffold	2350001	2360000	184	234	32281	54575	62	20	9785	4423	9	11	1347	4181	39	4	8492	3568	44	8	8164	3163	64	85	11715	22554	44	16	21632	8765	63	77	10572	20614	191	220	30776	59847	299	14	52756	9350	46	9	8263	3595	43	42	21325	21986
scaffold	2360001	2370000	218	171	32281	54575	84	19	9785	4423	25	11	1347	4181	82	16	8492	3568	69	13	8164	3163	45	91	11715	22554	148	35	21632	8765	45	94	10572	20614	212	160	30776	59847	321	35	52756	9350	42	1	8263	3595	133	158	21325	21986
scaffold	2370001	2380000	46	137	32281	54575	20	7	9785	4423	4	4	1347	4181	30	16	8492	3568	30	17	8164	3163	23	13	11715	22554	20	9	21632	8765	21	22	10572	20614	47	125	30776	59847	75	50	52756	9350	17	1	8263	3595	20	29	21325	21986
scaffold	2380001	2390000	99	268	32281	54575	38	3	9785	4423	5	7	1347	4181	34	4	8492	3568	33	3	8164	3163	40	61	11715	22554	103	32	21632	8765	41	66	10572	20614	96	252	30776	59847	171	25	52756	9350	31	3	8263	3595	93	65	21325	21986
scaffold	2390001	2400000	80	234	32281	54575	22	14	9785	4423	9	6	1347	4181	31	4	8492	3568	22	5	8164	3163	26	57	11715	22554	54	41	21632	8765	19	49	10572	20614	88	182	30776	59847	138	36	52756	9350	14	1	8263	3595	64	40	21325	21986
scaffold	2400001	2410000	103	217	32281	54575	18	28	9785	4423	0	6	1347	4181	17	2	8492	3568	13	6	8164	3163	60	62	11715	22554	77	26	21632	8765	20	104	10572	20614	110	197	30776	59847	174	18	52756	9350	56	8	8263	3595	48	85	21325	21986
scaffold	2410001	2420000	74	232	32281	54575	0	19	9785	4423	0	7	1347	4181	8	6	8492	3568	6	6	8164	3163	44	106	11715	22554	15	6	21632	8765	21	117	10572	20614	73	234	30776	59847	117	35	52756	9350	26	5	8263	3595	16	11	21325	21986
scaffold	2420001	2430000	41	323	32281	54575	4	14	9785	4423	1	11	1347	4181	7	17	8492	3568	4	12	8164	3163	23	75	11715	22554	1	4	21632	8765	9	88	10572	20614	40	351	30776	59847	69	26	52756	9350	2	6	8263	3595	2	5	21325	21986
scaffold	2430001	2440000	88	173	32281	54575	22	4	9785	4423	5	6	1347	4181	45	4	8492	3568	39	2	8164	3163	25	74	11715	22554	47	36	21632	8765	18	64	10572	20614	96	181	30776	59847	171	43	52756	9350	21	23	8263	3595	50	77	21325	21986
scaffold	2440001	2450000	117	159	32281	54575	36	6	9785	4423	2	2	1347	4181	28	10	8492	3568	32	3	8164	3163	50	96	11715	22554	86	10	21632	8765	24	86	10572	20614	112	175	30776	59847	181	29	52756	9350	44	16	8263	3595	81	43	21325	21986
scaffold	2450001	2460000	133	153	32281	54575	15	24	9785	4423	8	6	1347	4181	32	4	8492	3568	27	2	8164	3163	15	101	11715	22554	79	20	21632	8765	12	106	10572	20614	120	138	30776	59847	235	15	52756	9350	46	8	8263	3595	54	83	21325	21986
scaffold	2460001	2470000	112	197	32281	54575	40	5	9785	4423	1	9	1347	4181	69	18	8492	3568	42	11	8164	3163	28	93	11715	22554	118	36	21632	8765	29	95	10572	20614	94	141	30776	59847	225	31	52756	9350	33	9	8263	3595	62	196	21325	21986
scaffold	2470001	2480000	54	238	32281	54575	24	33	9785	4423	1	36	1347	4181	27	18	8492	3568	3	29	8164	3163	53	92	11715	22554	45	33	21632	8765	23	113	10572	20614	52	117	30776	59847	113	30	52756	9350	5	44	8263	3595	45	95	21325	21986
scaffold	2480001	2490000	79	155	32281	54575	32	16	9785	4423	4	10	1347	4181	13	19	8492	3568	22	3	8164	3163	26	113	11715	22554	24	24	21632	8765	26	111	10572	20614	87	133	30776	59847	126	11	52756	9350	7	29	8263	3595	39	95	21325	21986
scaffold	2490001	2500000	61	286	32281	54575	26	3	9785	4423	2	4	1347	4181	16	2	8492	3568	20	3	8164	3163	11	39	11715	22554	40	14	21632	8765	9	39	10572	20614	63	154	30776	59847	90	78	52756	9350	10	19	8263	3595	46	11	21325	21986
scaffold	2500001	2510000	139	104	32281	54575	46	6	9785	4423	2	11	1347	4181	34	13	8492	3568	44	8	8164	3163	26	135	11715	22554	101	18	21632	8765	26	146	10572	20614	142	114	30776	59847	235	20	52756	9350	26	22	8263	3595	129	85	21325	21986
scaffold	2510001	2520000	109	160	32281	54575	53	0	9785	4423	3	11	1347	4181	19	8	8492	3568	21	6	8164	3163	57	40	11715	22554	83	24	21632	8765	45	30	10572	20614	121	101	30776	59847	181	31	52756	9350	30	10	8263	3595	67	94	21325	21986
scaffold	2520001	2530000	127	142	32281	54575	34	8	9785	4423	5	8	1347	4181	36	12	8492	3568	21	16	8164	3163	37	55	11715	22554	84	26	21632	8765	36	59	10572	20614	127	144	30776	59847	179	54	52756	9350	33	7	8263	3595	58	59	21325	21986
scaffold	2530001	2540000	162	151	32281	54575	62	7	9785	4423	8	16	1347	4181	51	4	8492	3568	59	6	8164	3163	33	91	11715	22554	40	21	21632	8765	42	122	10572	20614	165	104	30776	59847	247	20	52756	9350	61	2	8263	3595	70	60	21325	21986
scaffold	2540001	2550000	115	140	32281	54575	37	10	9785	4423	4	15	1347	4181	25	9	8492	3568	29	6	8164	3163	38	68	11715	22554	76	25	21632	8765	33	58	10572	20614	114	156	30776	59847	160	34	52756	9350	25	15	8263	3595	64	61	21325	21986
scaffold	2550001	2560000	205	47	32281	54575	46	12	9785	4423	5	11	1347	4181	35	7	8492	3568	40	10	8164	3163	89	32	11715	22554	168	15	21632	8765	83	40	10572	20614	204	44	30776	59847	249	24	52756	9350	86	2	8263	3595	149	91	21325	21986
scaffold	2560001	2570000	94	226	32281	54575	29	5	9785	4423	1	6	1347	4181	27	6	8492	3568	15	8	8164	3163	40	56	11715	22554	72	11	21632	8765	37	51	10572	20614	94	193	30776	59847	147	24	52756	9350	28	7	8263	3595	53	47	21325	21986
scaffold	2570001	2580000	58	154	32281	54575	23	5	9785	4423	2	6	1347	4181	10	9	8492	3568	16	4	8164	3163	24	25	11715	22554	51	28	21632	8765	18	40	10572	20614	58	124	30776	59847	96	29	52756	9350	21	3	8263	3595	48	45	21325	21986
scaffold	2580001	2590000	130	102	32281	54575	15	8	9785	4423	3	18	1347	4181	38	3	8492	3568	17	2	8164	3163	60	35	11715	22554	90	11	21632	8765	58	27	10572	20614	133	109	30776	59847	171	36	52756	9350	37	2	8263	3595	91	39	21325	21986
scaffold	2590001	2600000	120	134	32281	54575	24	4	9785	4423	1	3	1347	4181	35	3	8492	3568	21	8	8164	3163	53	78	11715	22554	94	11	21632	8765	54	77	10572	20614	121	131	30776	59847	181	23	52756	9350	25	4	8263	3595	111	84	21325	21986
scaffold	2600001	2610000	90	197	32281	54575	40	7	9785	4423	1	12	1347	4181	35	9	8492	3568	33	11	8164	3163	46	72	11715	22554	67	11	21632	8765	45	67	10572	20614	98	188	30776	59847	144	54	52756	9350	27	6	8263	3595	62	50	21325	21986
scaffold	2610001	2620000	174	166	32281	54575	57	13	9785	4423	7	17	1347	4181	48	17	8492	3568	40	11	8164	3163	67	55	11715	22554	129	70	21632	8765	56	65	10572	20614	175	145	30776	59847	269	10	52756	9350	48	18	8263	3595	125	100	21325	21986
scaffold	2620001	2630000	198	234	32281	54575	57	25	9785	4423	3	24	1347	4181	26	9	8492	3568	26	5	8164	3163	71	159	11715	22554	128	40	21632	8765	60	131	10572	20614	194	247	30776	59847	260	39	52756	9350	31	41	8263	3595	151	75	21325	21986
scaffold	2630001	2640000	103	157	32281	54575	32	2	9785	4423	3	5	1347	4181	23	2	8492	3568	21	0	8164	3163	55	40	11715	22554	98	20	21632	8765	45	49	10572	20614	103	154	30776	59847	167	29	52756	9350	23	4	8263	3595	105	55	21325	21986
scaffold	2640001	2650000	112	157	32281	54575	24	3	9785	4423	5	8	1347	4181	18	3	8492	3568	23	3	8164	3163	39	50	11715	22554	85	13	21632	8765	24	31	10572	20614	114	152	30776	59847	174	43	52756	9350	13	2	8263	3595	73	45	21325	21986
scaffold	2650001	2660000	101	218	32281	54575	38	23	9785	4423	9	7	1347	4181	31	13	8492	3568	31	6	8164	3163	33	92	11715	22554	86	35	21632	8765	37	85	10572	20614	91	263	30776	59847	192	29	52756	9350	28	20	8263	3595	80	78	21325	21986
scaffold	2660001	2670000	100	231	32281	54575	33	104	9785	4423	2	13	1347	4181	32	25	8492	3568	23	37	8164	3163	21	195	11715	22554	48	39	21632	8765	20	160	10572	20614	97	197	30776	59847	177	36	52756	9350	21	42	8263	3595	61	74	21325	21986
scaffold	2670001	2680000	67	239	32281	54575	27	40	9785	4423	0	62	1347	4181	16	86	8492	3568	15	73	8164	3163	41	101	11715	22554	34	96	21632	8765	40	120	10572	20614	69	241	30776	59847	119	43	52756	9350	40	63	8263	3595	35	182	21325	21986
scaffold	2680001	2690000	138	120	32281	54575	22	16	9785	4423	4	8	1347	4181	28	12	8492	3568	17	18	8164	3163	141	28	11715	22554	42	88	21632	8765	139	40	10572	20614	143	111	30776	59847	204	17	52756	9350	21	8	8263	3595	65	132	21325	21986
scaffold	2690001	2700000	94	171	32281	54575	17	7	9785	4423	10	7	1347	4181	22	19	8492	3568	28	5	8164	3163	67	59	11715	22554	72	41	21632	8765	59	61	10572	20614	106	168	30776	59847	195	33	52756	9350	18	9	8263	3595	76	123	21325	21986
scaffold	2700001	2710000	102	175	32281	54575	23	3	9785	4423	2	9	1347	4181	16	3	8492	3568	19	1	8164	3163	24	70	11715	22554	57	23	21632	8765	22	65	10572	20614	96	162	30776	59847	140	80	52756	9350	33	1	8263	3595	62	46	21325	21986
scaffold	2710001	2720000	141	111	32281	54575	71	5	9785	4423	4	8	1347	4181	22	6	8492	3568	55	5	8164	3163	49	121	11715	22554	61	30	21632	8765	54	116	10572	20614	139	105	30776	59847	216	16	52756	9350	56	5	8263	3595	68	125	21325	21986
scaffold	2720001	2730000	107	95	32281	54575	30	18	9785	4423	1	10	1347	4181	36	5	8492	3568	23	7	8164	3163	42	95	11715	22554	73	34	21632	8765	37	96	10572	20614	98	137	30776	59847	180	26	52756	9350	20	9	8263	3595	64	88	21325	21986
scaffold	2730001	2740000	88	84	32281	54575	26	5	9785	4423	9	5	1347	4181	20	1	8492	3568	15	7	8164	3163	27	62	11715	22554	78	17	21632	8765	17	38	10572	20614	89	119	30776	59847	148	26	52756	9350	22	4	8263	3595	59	71	21325	21986
scaffold	2740001	2750000	155	117	32281	54575	39	9	9785	4423	5	5	1347	4181	42	5	8492	3568	36	6	8164	3163	25	68	11715	22554	104	31	21632	8765	23	64	10572	20614	140	151	30776	59847	236	22	52756	9350	19	6	8263	3595	98	55	21325	21986
scaffold	2750001	2760000	189	102	32281	54575	90	8	9785	4423	4	4	1347	4181	53	9	8492	3568	71	5	8164	3163	61	121	11715	22554	147	15	21632	8765	41	148	10572	20614	173	136	30776	59847	277	25	52756	9350	29	11	8263	3595	122	101	21325	21986
scaffold	2760001	2770000	134	73	32281	54575	26	1	9785	4423	2	4	1347	4181	15	7	8492	3568	17	2	8164	3163	19	95	11715	22554	79	20	21632	8765	18	81	10572	20614	132	173	30776	59847	192	22	52756	9350	20	1	8263	3595	74	81	21325	21986
scaffold	2770001	2780000	96	81	32281	54575	17	13	9785	4423	1	25	1347	4181	25	20	8492	3568	23	21	8164	3163	16	104	11715	22554	59	37	21632	8765	15	106	10572	20614	81	163	30776	59847	139	26	52756	9350	12	10	8263	3595	60	98	21325	21986
scaffold	2780001	2790000	119	148	32281	54575	31	7	9785	4423	4	10	1347	4181	26	9	8492	3568	23	8	8164	3163	39	37	11715	22554	48	41	21632	8765	31	54	10572	20614	114	171	30776	59847	141	19	52756	9350	34	1	8263	3595	75	39	21325	21986
scaffold	2790001	2800000	144	103	32281	54575	32	4	9785	4423	3	4	1347	4181	23	9	8492	3568	23	6	8164	3163	43	43	11715	22554	92	19	21632	8765	32	49	10572	20614	125	187	30776	59847	184	31	52756	9350	28	2	8263	3595	92	53	21325	21986
scaffold	2800001	2810000	181	172	32281	54575	8	33	9785	4423	2	18	1347	4181	18	42	8492	3568	6	16	8164	3163	3	100	11715	22554	51	47	21632	8765	3	93	10572	20614	141	517	30776	59847	257	29	52756	9350	18	33	8263	3595	58	121	21325	21986
scaffold	2810001	2820000	157	87	32281	54575	40	4	9785	4423	13	16	1347	4181	65	14	8492	3568	66	21	8164	3163	51	35	11715	22554	90	45	21632	8765	45	51	10572	20614	135	157	30776	59847	268	13	52756	9350	54	11	8263	3595	113	45	21325	21986
scaffold	2820001	2830000	113	79	32281	54575	29	4	9785	4423	6	5	1347	4181	32	2	8492	3568	42	2	8164	3163	49	20	11715	22554	69	30	21632	8765	42	41	10572	20614	86	207	30776	59847	141	16	52756	9350	31	3	8263	3595	85	90	21325	21986
scaffold	2830001	2840000	178	85	32281	54575	57	11	9785	4423	18	9	1347	4181	54	5	8492	3568	52	3	8164	3163	74	61	11715	22554	134	26	21632	8765	81	54	10572	20614	154	140	30776	59847	264	15	52756	9350	55	6	8263	3595	108	89	21325	21986
scaffold	2840001	2850000	93	74	32281	54575	34	5	9785	4423	3	8	1347	4181	33	4	8492	3568	18	3	8164	3163	33	65	11715	22554	56	21	21632	8765	41	50	10572	20614	74	180	30776	59847	144	27	52756	9350	21	5	8263	3595	54	113	21325	21986
scaffold	2850001	2860000	118	252	32281	54575	73	5	9785	4423	5	6	1347	4181	65	9	8492	3568	19	12	8164	3163	37	105	11715	22554	82	22	21632	8765	71	64	10572	20614	117	302	30776	59847	196	44	52756	9350	25	14	8263	3595	70	123	21325	21986
scaffold	2860001	2870000	81	151	32281	54575	35	4	9785	4423	1	10	1347	4181	21	1	8492	3568	24	4	8164	3163	28	55	11715	22554	42	30	21632	8765	25	45	10572	20614	76	183	30776	59847	116	46	52756	9350	14	3	8263	3595	46	51	21325	21986
scaffold	2870001	2880000	109	139	32281	54575	56	6	9785	4423	13	11	1347	4181	30	5	8492	3568	32	4	8164	3163	38	86	11715	22554	85	59	21632	8765	32	75	10572	20614	104	165	30776	59847	178	29	52756	9350	36	4	8263	3595	90	68	21325	21986
scaffold	2880001	2890000	113	77	32281	54575	41	1	9785	4423	6	8	1347	4181	23	8	8492	3568	23	0	8164	3163	47	41	11715	22554	70	42	21632	8765	47	40	10572	20614	90	150	30776	59847	143	24	52756	9350	31	6	8263	3595	62	54	21325	21986
scaffold	2890001	2900000	137	152	32281	54575	27	1	9785	4423	5	13	1347	4181	26	11	8492	3568	34	7	8164	3163	45	59	11715	22554	61	22	21632	8765	40	36	10572	20614	115	203	30776	59847	176	19	52756	9350	25	4	8263	3595	92	51	21325	21986
scaffold	2900001	2910000	92	146	32281	54575	38	7	9785	4423	1	5	1347	4181	28	15	8492	3568	30	3	8164	3163	21	115	11715	22554	53	17	21632	8765	25	84	10572	20614	90	216	30776	59847	162	29	52756	9350	24	6	8263	3595	51	60	21325	21986
scaffold	2910001	2920000	65	96	32281	54575	13	24	9785	4423	3	5	1347	4181	15	19	8492	3568	13	4	8164	3163	9	148	11715	22554	13	13	21632	8765	14	163	10572	20614	67	102	30776	59847	102	92	52756	9350	15	1	8263	3595	30	64	21325	21986
scaffold	2920001	2930000	104	113	32281	54575	14	4	9785	4423	0	5	1347	4181	14	2	8492	3568	17	2	8164	3163	16	32	11715	22554	30	25	21632	8765	19	19	10572	20614	105	83	30776	59847	140	60	52756	9350	9	2	8263	3595	35	30	21325	21986
scaffold	2930001	2940000	221	98	32281	54575	49	5	9785	4423	4	6	1347	4181	44	6	8492	3568	56	7	8164	3163	44	99	11715	22554	96	29	21632	8765	31	129	10572	20614	209	123	30776	59847	281	22	52756	9350	72	6	8263	3595	71	93	21325	21986
scaffold	2940001	2950000	147	115	32281	54575	13	5	9785	4423	5	10	1347	4181	49	5	8492	3568	44	5	8164	3163	63	115	11715	22554	112	47	21632	8765	57	103	10572	20614	158	105	30776	59847	222	19	52756	9350	34	8	8263	3595	111	79	21325	21986
scaffold	2950001	2960000	119	121	32281	54575	22	7	9785	4423	2	6	1347	4181	22	0	8492	3568	13	0	8164	3163	25	57	11715	22554	72	15	21632	8765	24	43	10572	20614	100	201	30776	59847	153	45	52756	9350	12	3	8263	3595	67	47	21325	21986
scaffold	2960001	2970000	128	134	32281	54575	24	18	9785	4423	15	12	1347	4181	36	21	8492	3568	39	14	8164	3163	38	132	11715	22554	79	44	21632	8765	72	62	10572	20614	129	162	30776	59847	237	25	52756	9350	18	44	8263	3595	88	102	21325	21986
scaffold	2970001	2980000	122	89	32281	54575	34	12	9785	4423	5	10	1347	4181	34	12	8492	3568	30	9	8164	3163	28	166	11715	22554	128	38	21632	8765	93	44	10572	20614	109	165	30776	59847	201	25	52756	9350	31	6	8263	3595	134	65	21325	21986
scaffold	2980001	2990000	122	122	32281	54575	26	16	9785	4423	10	13	1347	4181	42	16	8492	3568	25	26	8164	3163	32	159	11715	22554	59	78	21632	8765	37	116	10572	20614	81	242	30776	59847	192	31	52756	9350	40	8	8263	3595	67	93	21325	21986
scaffold	2990001	3000000	72	123	32281	54575	7	51	9785	4423	0	58	1347	4181	22	34	8492	3568	16	47	8164	3163	17	126	11715	22554	45	96	21632	8765	19	114	10572	20614	58	174	30776	59847	132	34	52756	9350	17	40	8263	3595	52	148	21325	21986
scaffold	3000001	3010000	130	105	32281	54575	21	6	9785	4423	10	10	1347	4181	28	0	8492	3568	24	8	8164	3163	24	84	11715	22554	104	31	21632	8765	20	66	10572	20614	103	206	30776	59847	182	37	52756	9350	17	5	8263	3595	101	71	21325	21986
scaffold	3010001	3020000	137	147	32281	54575	38	14	9785	4423	7	21	1347	4181	48	6	8492	3568	40	7	8164	3163	46	83	11715	22554	72	63	21632	8765	34	81	10572	20614	103	166	30776	59847	201	16	52756	9350	43	13	8263	3595	112	57	21325	21986
scaffold	3020001	3030000	67	36	32281	54575	25	0	9785	4423	2	5	1347	4181	18	10	8492	3568	19	4	8164	3163	17	40	11715	22554	54	26	21632	8765	15	44	10572	20614	45	78	30776	59847	81	10	52756	9350	12	10	8263	3595	62	41	21325	21986
